signatures (1 letter),length,counts
TcLl,4,4
TcLlC,5,3
TcLlL,5,1
TcLt,4,335
TcLtC,5,2
TcT,3,170
TcT.,4,3
TcT..,5,3
TcT.C,5,1
TcT.L,5,18
TcT.T,5,25
TcTc,4,9
TcTc.,5,20
TcTcC,5,16
TcTcL,5,153
TcTcT,5,197
TcTl,4,5
TcTlL,5,1
TcTlT,5,1
TcTt,4,2
TcTtC,5,2
TcTtT,5,2
Tl,2,13649
Tl.,3,24
TlC,3,1493
TlC.,4,4
TlC.C,5,1
TlC.T,5,1
TlCc,4,9
TlCcC,5,1
TlCcT,5,1
TlCl,4,7
TlClC,5,8
TlClL,5,1
TlCt,4,3
TlCt.,5,1
TlCtC,5,5
TlCtT,5,1
TlL,3,199
TlL.,4,3
TlLc,4,2
TlLc.,5,1
TlLl,4,1
TlT,3,6062
TlT.,4,3
TlT.L,5,1
TlTc,4,9
TlTcL,5,2
TlTcT,5,3
TlTl,4,2
TlTlC,5,3
TlTlL,5,1
TlTt,4,2
TlTtT,5,1
Tt,2,2995
Tt.,3,27
TtC,3,280
TtCc,4,2
TtCcC,5,1
TtCl.,5,1
TtClC,5,1
TtCt,4,6
TtCtC,5,4
TtL,3,137
TtL.,4,1
TtLc,4,2
TtLt,4,2
TtT,3,4225
TtT.,4,2
TtT..,5,1
TtTc,4,2
TtTcC,5,1
TtTl,4,2
TtTlC,5,3
TtTlT,5,1
TtTt,4,1
TtTtC,5,2
c,1,6
l,1,4
t,1,5730
t.C,3,1
tc,2,15
tcC,3,6
tcCcC,5,1
tcL,3,1
tl,2,20
tlC,3,5
tlL,3,1
tt,2,10
ttC,3,1
ttL,3,2
