signatures (1 letter),length,counts
Tt.,3,3
TtC,3,437
TtC.,4,2
TtCc,4,1
TtCl,4,2
TtCt,4,1
TtL,3,32
TtLcL,5,1
TtLlL,5,1
TtT,3,438
TtTc,4,1
t,1,1
