signatures (1 letter),length,counts
TcLl,4,8
TcLtC,5,1
TcT,3,256
TcT.,4,9
TcT..,5,1
TcT.C,5,1
TcTc,4,80
TcTcC,5,5
TcTcL,5,1
TcTcT,5,2
TcTl,4,2
Tl,2,19672
Tl..,4,3
Tl.l,4,2
Tl.lC,5,1
TlC,3,514
TlC.,4,5
TlC.C,5,2
TlCc,4,6
TlCcC,5,3
TlCcL,5,1
TlCcT,5,3
TlCl,4,18
TlClC,5,4
TlClL,5,1
TlClT,5,1
TlCt,4,1
TlCtC,5,2
TlL,3,1041
TlL.,4,27
TlL.C,5,2
TlLc,4,3
TlLc.,5,1
TlLcC,5,2
TlLcL,5,2
TlLl,4,154
TlLl.,5,1
TlLlC,5,2
TlLlL,5,7
TlLt,4,1
TlT,3,56
TlT.,4,14
TlTl,4,66
Tt,2,1862
Tt.,3,2
Tt.lC,5,1
TtC,3,302
TtC.,4,3
TtC.C,5,3
TtCc,4,1
TtCl,4,4
TtCl.,5,1
TtClL,5,1
TtClT,5,2
TtCt.,5,2
TtCtC,5,17
TtCtT,5,1
TtL,3,437
TtL.,4,4
TtL.L,5,3
TtLc,4,2
TtLc.,5,1
TtLcC,5,1
TtLcL,5,2
TtLl,4,47
TtLl.,5,4
TtLlC,5,1
TtLlL,5,15
TtLt,4,1
TtT,3,207
TtTl,4,3
TtTt,4,1
t,1,275
tc,2,2
tl,2,1
